"created_at","devicePixelRatio","firstTime","screenWidth","screenheight","sessionId","type","userAgent","userId","id","localTime"
"2024-11-05T05:13:43.181Z",2.8125,FALSE,384,832,"438d5012-776e-86c2-da94-397a256ac16e","session","Mozilla/5.0 (Linux; Android 14; SM-S921B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.86 Mobile Safari/537.36 Instagram 355.1.0.46.103 Android (34/14; 450dpi; 1080x2118; samsung; SM-S921B; e1s; s5e9945; en_AU; 658400561)","48567659-16a2-60e9-cc65-866a87b81eb8","-OAujYVOl7HBGcJoZ-1C",2024-11-05 16:13:43.181
"2024-11-05T05:29:44.211Z",2.97500014305115,FALSE,485,1049,"1af2096c-91e8-e877-8f99-7c5a21d8fd2f","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","b2c5fee7-adba-3372-0169-c923656b0448","-OAunD7QmA0gUou-JfIu",2024-11-05 16:29:44.211
"2024-11-05T05:39:06.633Z",3.5,FALSE,412,883,"9d463278-d851-411f-d945-969adae93409","session","Mozilla/5.0 (Linux; Android 14; SM-S918B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.66 Mobile Safari/537.36 Instagram 355.1.0.46.103 Android (34/14; 560dpi; 1440x2820; samsung; SM-S918B; dm3q; qcom; en_AU; 658400571)","b16e9511-852b-ba58-e32a-c088b2cdf15a","-OAupMRIybeXsW6JT2GC",2024-11-05 16:39:06.633
"2024-11-05T05:42:49.805Z",2.5,FALSE,432,960,"3e31722f-8507-cf2b-e88d-0d85aa9e45e2","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","f61b24b3-c9cc-4d07-09b5-5b53ff62143f","-OAuqCvPj1-4u9abr0LH",2024-11-05 16:42:49.805
"2024-11-05T05:45:17.496Z",2.8125,FALSE,384,832,"ee1d69b1-6785-c76f-b4dc-06a649ca7b76","session","Mozilla/5.0 (Linux; Android 14; SM-S906E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.60 Mobile Safari/537.36 Instagram 356.0.0.31.101 Android (34/14; 450dpi; 1080x2131; samsung; SM-S906E; g0q; qcom; en_AU; 659281356)","86ba6401-ad5b-aa44-7c46-96fa218e89f1","-OAuqlyzL6WhG4WbguIy",2024-11-05 16:45:17.496
"2024-11-05T05:45:55.416Z",3,FALSE,390,844,"ed082538-1e7a-7d68-3b57-af82335d73c8","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","7d011344-0795-b909-d415-4eab9358a8f7","-OAuqvEQ59ZppnTBPuxA",2024-11-05 16:45:55.416
"2024-11-05T05:46:01.552Z",3,FALSE,393,852,"339866cb-a5a8-51e8-a61d-3cf8cef903bb","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","645899bf-b778-86d8-0e68-5608ac88fb39","-OAuqwjJK_3i_7AGrw_h",2024-11-05 16:46:01.552
"2024-11-05T05:46:08.576Z",2,FALSE,1440,900,"f8517b4e-a105-e089-a2da-4642f4d6bcb9","session","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","22aa892b-be19-aba1-8f5c-3263bea6495f","-OAuqyS1l9aCTMsI6RO8",2024-11-05 16:46:08.576
"2024-11-05T05:48:13.090Z",2,FALSE,1440,900,"163f4234-b80c-d626-f9be-d2df6163898c","session","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","22aa892b-be19-aba1-8f5c-3263bea6495f","-OAurRqX132e_JeCCQ5O",2024-11-05 16:48:13.09
"2024-11-05T05:49:55.171Z",3,FALSE,360,800,"705c587f-3f3b-9717-b7d6-7128290e4182","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","240c62f9-7328-cae5-7348-66a4e2aaed0c","-OAurpldpy5J4Z_aHF0K",2024-11-05 16:49:55.171
"2024-11-05T05:51:47.762Z",3,FALSE,375,812,"8c24deb8-3602-d8a8-a162-a0a854386368","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","03b13f48-6baa-7aa8-ddf8-d688d26b6ac8","-OAusGFqnK_gIEQh-anJ",2024-11-05 16:51:47.762
"2024-11-05T05:53:42.653Z",3,FALSE,375,812,"559b2598-c5fd-38d5-8692-a78859b8fe48","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","03b13f48-6baa-7aa8-ddf8-d688d26b6ac8","-OAushIyt1Opq8KhPz9M",2024-11-05 16:53:42.653
"2024-11-05T06:01:56.072Z",1.16999995708466,FALSE,1642,924,"1109edb7-46c2-a22a-50ad-7182a6088086","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","9a069aea-607b-cb32-b5d8-be0b505fb12d","-OAuu_lfx2PBnecqHu51",2024-11-05 17:01:56.072
"2024-11-05T06:10:47.587Z",3,FALSE,393,852,"a2d2896f-5b8a-2d08-a66a-ac33b8dbb828","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Mobile/15E148 Safari/604.1","b95bf0bf-c50d-6345-d258-d1e8f1c82348","-OAuwbXZXICTf5fGCSEr",2024-11-05 17:10:47.587
"2024-11-05T06:11:24.901Z",1.25,FALSE,2048,1152,"66d875e8-ec38-f148-b6c4-a568f4388162","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","33d87b98-b638-e70b-e3f8-3ad857fbbc68","-OAuwkda9urmCpQrCD6m",2024-11-05 17:11:24.901
"2024-11-05T06:11:58.909Z",1.875,FALSE,385,854,"666b0c8f-4165-aff9-c7b3-4931d045e7da","session","Mozilla/5.0 (Linux; Android 13; V2110) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","a407ef39-8b81-5ecd-c2ab-47d23743ff21","-OAuwsxARI_3Tl44E-fC",2024-11-05 17:11:58.909
"2024-11-05T06:13:17.939Z",2,FALSE,1500,1000,"913e1893-d141-376a-667d-9dc326a4d02d","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","636e60f6-0b53-6665-2bee-85262d870468","-OAuxBEvn8fXUrjdPA97",2024-11-05 17:13:17.939
"2024-11-05T06:13:28.576Z",1.25,FALSE,2048,1152,"5fe88733-1708-6ca9-d8c8-a9a89a58b8e8","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","33d87b98-b638-e70b-e3f8-3ad857fbbc68","-OAuxDq0KCm_E3UxyNaj",2024-11-05 17:13:28.576
"2024-11-05T06:27:06.257Z",2.8125,FALSE,384,653,"8c9781a6-4c33-dfa5-3536-2a82332a9025","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36","2ad90d82-2858-a9e3-5d57-4186c96a0fa1","-OAv-LTMPYGXc77qJppR",2024-11-05 17:27:06.257
"2024-11-05T06:27:27.467Z",2.8125,FALSE,384,653,"648da5a3-7e32-60e1-a5f5-36afd519f6e4","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36","2ad90d82-2858-a9e3-5d57-4186c96a0fa1","-OAv-Qdgb46wvKrF0Wym",2024-11-05 17:27:27.467
"2024-11-05T06:29:13.472Z",2.22500014305115,FALSE,486,1052,"317446fd-46ee-1b55-cbef-aaee876f1c42","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","2f2e5334-0a66-85bb-efc4-fa183c13b001","-OAv-pX6mDDTwdoNN-DF",2024-11-05 17:29:13.472
"2024-11-05T06:32:15.742Z",3,FALSE,375,812,"6a6e7cb2-4448-1fff-4cd8-674b08cd9ab6","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/479.0.0.58.111;FBBV/650739220;FBDV/iPhone13,1;FBMD/iPhone;FBSN/iOS;FBSV/17.6.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_GB;FBOP/80]","a5885aca-e028-a40b-46b9-7a98ceae0a5c","-OAv0X122AjUiFJxKIGG",2024-11-05 17:32:15.742
"2024-11-05T06:32:18.433Z",3,FALSE,390,844,"78bf8de8-c708-4afa-c343-382d5898241a","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/482.2.0.68.110;FBBV/658316928;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.6.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_GB;FBOP/80]","54b858d8-f928-f83d-d5ce-a818b0c8fdc8","-OAv0Xg4KCJkwiyAI0L3",2024-11-05 17:32:18.433
"2024-11-05T06:33:26.923Z",3,FALSE,393,852,"e14139b8-46c8-1527-a408-b3f2bf487348","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","75e80bc8-13a8-0068-b1b4-60d3851896f7","-OAv0nPELNWEkM_ko6-d",2024-11-05 17:33:26.923
"2024-11-05T06:33:31.606Z",2,FALSE,1620,1080,"596fdd82-0d5a-4dfc-a3e2-4e55414ad0d8","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","c32f295b-fa72-fed8-4eba-3544f033b04c","-OAv0oYSiVpF6ix73Ggm",2024-11-05 17:33:31.606
"2024-11-05T06:34:53.431Z",3,FALSE,393,852,"ad04c2ff-9758-9768-41c8-6628cf895198","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 354.0.0.29.90 (iPhone16,1; iOS 17_6_1; en_BE; en-GB; scale=3.00; 1179x2556; 654111336; IABMV/1)","eb983f78-6f98-c7d8-f8bb-9a787858fed1","-OAv17WuL35RO3FA9gvL",2024-11-05 17:34:53.431
"2024-11-05T06:35:29.774Z",2,FALSE,1620,1080,"52be4903-57bd-bcfb-ee5e-6af6f7627373","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","c32f295b-fa72-fed8-4eba-3544f033b04c","-OAv1GOjs3tpY1S2c-J-",2024-11-05 17:35:29.774
"2024-11-05T06:37:05.176Z",2,FALSE,1620,1080,"2dbc3af9-eb6e-3692-01fe-a8d2b4db2dfc","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","c32f295b-fa72-fed8-4eba-3544f033b04c","-OAv1cgPiPPW5RwOAbjN",2024-11-05 17:37:05.176
"2024-11-05T06:54:55.386Z",2,FALSE,375,667,"b4295678-3ac3-a85a-719d-33b89ef86a88","session","Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1","4b38fe78-03f1-2779-5a68-050b5fc87c93","-OAv5hyZQs_K3hz9tOGs",2024-11-05 17:54:55.386
"2024-11-05T07:05:20.880Z",2,FALSE,414,896,"ebce3918-cb2d-ea25-452f-8f08a8f83f67","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","1444f58a-d858-6bc8-f688-06bdd8884a78","-OAv85fou-kPwZEClxEf",2024-11-05 18:05:20.88
"2024-11-05T07:13:56.081Z",3,FALSE,390,844,"d19e6108-1d68-1c98-5b19-b5ba338884e8","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/130.0.2849.57 Version/17.0 Mobile/15E148 Safari/604.1","81a8396f-d33d-938c-d0a7-fd9582283918","-OAvA3SpBwXSouLfu-T1",2024-11-05 18:13:56.081
"2024-11-05T07:30:22.872Z",3,FALSE,360,800,"77a523ff-0d75-a8a2-ffa6-14cac52137e1","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","e7b12ccd-86f4-a82e-a201-676e599b7a6a","-OAvDpNXLVEVp8QL_MHw",2024-11-05 18:30:22.872
"2024-11-05T07:32:16.670Z",3,FALSE,430,932,"bd78eaa6-997e-bb08-80f2-3ff878c3f268","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","f2f8da4a-f704-f1b8-3302-6c25d388dcae","-OAvEG9XBOhM3byZAI8e",2024-11-05 18:32:16.67
"2024-11-05T07:46:42.067Z",3,FALSE,360,760,"867f120f-8828-b775-d205-17b967926907","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","e5672484-7ec5-260b-7e83-bc76dc956aed","-OAvHZRSratrzszjnqMV",2024-11-05 18:46:42.067
"2024-11-05T07:49:18.663Z",3,FALSE,360,760,"79533e29-ec9a-d69a-887f-4d732d534164","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","e5672484-7ec5-260b-7e83-bc76dc956aed","-OAvI9f7aUlQr8_IQCJL",2024-11-05 18:49:18.663
"2024-11-05T07:50:06.927Z",2,FALSE,375,667,"02b80895-4cf8-4ad4-7dfb-2778a9c52295","session","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20H350 Instagram 355.0.0.34.91 (iPhone10,1; iOS 16_7_10; en_MX; en; scale=2.00; 750x1334; 656616803; IABMV/1)","1ac89d7f-17d8-2328-1b8d-d9d855687508","-OAvILSKJETB_zLhO671",2024-11-05 18:50:06.927
"2024-11-05T08:30:34.481Z",2.8125,FALSE,384,854,"899e7b5b-679e-0f5f-7a26-5eed7ad23cfc","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","31f4c2bf-ef31-3ac8-421c-1642716ca608","-OAvRb6tORNdVnKBs5HN",2024-11-05 19:30:34.481
"2024-11-05T08:36:29.965Z",3,FALSE,375,812,"6e382e02-a2a8-d2ca-1a19-70cea3b8d434","session","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","2d2bdc48-b47f-8108-627b-d3c896d85459","-OAvSxuJinZnD-VV0KOr",2024-11-05 19:36:29.965
"2024-11-05T08:38:24.108Z",3,FALSE,390,844,"3e4d95b6-b5c8-0d88-f7e8-70f88978a088","session","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B83 Instagram 355.0.0.34.91 (iPhone14,2; iOS 18_1; pt_BR; pt; scale=3.00; 1170x2532; 656616803) NW/3","a0486e04-96d7-0db8-0c96-79d1423800f4","-OAvTOll1TeiJ9qUd3-g",2024-11-05 19:38:24.108
"2024-11-05T08:44:50.996Z",2.8125,FALSE,384,854,"43659bff-d6fa-d661-1d8a-11f55d22835e","session","Mozilla/5.0 (Linux; Android 14; SM-A536E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/129.0.6668.100 Mobile Safari/537.36 Instagram 355.1.0.46.103 Android (34/14; 450dpi; 1080x2177; samsung; SM-A536E; a53x; s5e8825; en_GB; 658400561)","47cb1ad9-4704-67dc-4345-ae71bd361cff","-OAvUsDzkia-N5lJ1oB8",2024-11-05 19:44:50.996
"2024-11-05T08:45:40.298Z",2,FALSE,414,896,"68bacb38-0db8-9d38-b067-5284f6c8dc78","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/130.0.6723.90 Mobile/15E148 Safari/604.1","2078896f-6b2a-dda1-f641-ac84c2f83894","-OAvV3GBsnrwBjnThCQX",2024-11-05 19:45:40.298
"2024-11-05T08:45:48.196Z",3,FALSE,375,812,"15e55f38-9408-9468-d9c8-2538bde8b058","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/482.2.0.68.110;FBBV/658316928;FBDV/iPhone13,1;FBMD/iPhone;FBSN/iOS;FBSV/17.6.1;FBSS/3;FBCR/;FBID/phone;FBLC/fr_FR;FBOP/80]","1f1604cb-c9f1-2b98-b7a8-8e9ed4bc81b8","-OAvV5BdDIlUVPkz7XLh",2024-11-05 19:45:48.196
"2024-11-05T08:49:25.217Z",1.10416662693024,FALSE,1739,979,"f3529b7e-fe45-3a65-402e-136d3c11160c","session","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","3f660568-82c3-a656-9235-ebc36bc52588","-OAvVvAYbDBdGzEMCqDo",2024-11-05 19:49:25.217
"2024-11-05T08:58:30.738Z",3,FALSE,400,890,"51f211c9-b51f-fdbb-99b6-21aef536222e","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","2e932fd1-fc34-ff7b-6905-b649289f591a","-OAvY-MKk6IxOAt1oRn8",2024-11-05 19:58:30.738
"2024-11-05T09:01:47.566Z",3,FALSE,428,926,"85413d78-f097-9408-438f-3e78b03e4ad8","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","c7f8466e-1502-6011-5a48-365869d8030b","-OAvYkPnfHhLMsNipA8R",2024-11-05 20:01:47.566
"2024-11-05T09:11:24.571Z",2.75,FALSE,393,873,"6179204e-d40e-4219-dc6a-16b1e73c7333","session","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36","b5dadef6-6233-5852-c49a-3269aa48963f","-OAv_xHauTD0h4kQDz8A",2024-11-05 20:11:24.571
"2024-11-05T09:12:41.399Z",3,FALSE,390,844,"bd05acba-9039-16c4-27b8-2e79c2a81198","session","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1","7c68c998-20f8-69e4-e808-3998db58c44a","-OAvaF1xN-IkYnUwEIJS",2024-11-05 20:12:41.399
"2024-11-05T09:16:47.433Z",3,FALSE,393,852,"7c38af16-2538-1b9b-0038-7578be4867a8","session","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 355.0.0.34.91 (iPhone16,1; iOS 17_6_1; en_AU; en-GB; scale=3.00; 1179x2556; 656616803; IABMV/1)","50682b62-6fe8-24e7-1f72-42b4a4d83a78","-OAvbB6C7gGH1kpqmXAj",2024-11-05 20:16:47.433
